credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
623,3,1,42.0,1,149332.48,2,1,0,100834.22
730,2,1,29.0,2,0.0,2,1,0,14174.09
742,3,1,55.0,5,155196.17,1,0,1,121207.66
461,1,1,51.0,9,119889.84,1,0,0,56767.67
610,1,1,41.0,6,0.0,3,0,0,56118.81
630,2,1,26.0,7,0.0,2,1,1,6656.64
632,3,1,42.0,4,119624.6,2,1,1,195978.86
634,3,2,59.0,3,95727.05,1,0,0,97939.4
845,3,2,41.0,2,81733.74,2,0,0,199761.29
693,2,2,34.0,10,107556.06,2,0,0,154631.35
510,3,2,50.0,7,123936.54,1,1,1,23768.01
477,3,2,36.0,3,117700.86,1,0,0,74042.0
653,3,1,31.0,2,154741.45,2,0,0,25183.01
782,2,1,34.0,6,147422.44,1,0,1,42143.61
694,3,1,31.0,6,109052.59,2,1,1,19448.93
439,1,1,28.0,7,110976.23,2,1,0,138526.96
516,1,2,29.0,2,104982.57,1,1,0,157378.5
647,3,1,51.0,4,131156.76,1,1,0,29883.63
667,1,1,24.0,4,0.0,2,0,0,180329.83
788,1,1,32.0,4,112079.58,1,0,0,89368.59
529,3,1,72.0,5,94216.05,1,1,1,78695.68
613,1,1,42.0,7,115076.06,1,1,1,79323.61
727,2,1,28.0,1,0.0,1,1,0,40357.39
501,3,1,27.0,4,95331.83,2,1,0,132104.76
679,1,2,30.0,1,112543.42,1,1,1,179435.21
540,3,1,39.0,1,82531.11,1,1,0,114092.52
616,1,2,31.0,3,136789.14,1,1,0,59346.4
743,2,1,43.0,2,161807.18,2,0,1,93228.86
696,1,1,29.0,8,0.0,2,1,0,191166.09
670,1,2,45.0,5,47884.92,1,1,1,54340.24
518,1,1,40.0,4,0.0,2,0,1,194416.58
673,1,2,34.0,8,42157.08,1,1,0,20598.59
608,1,2,34.0,4,88772.87,1,1,1,168822.01
737,1,1,54.0,9,0.0,1,1,0,83470.4
652,1,2,37.0,4,0.0,2,1,0,143393.24
850,2,2,32.0,9,0.0,2,1,1,18924.92
655,1,2,51.0,3,0.0,2,0,1,15801.02
769,2,1,38.0,6,0.0,2,0,0,104393.78
656,1,1,44.0,10,143571.52,1,0,0,127444.14
745,3,1,45.0,10,117231.63,3,1,1,122381.02
689,1,1,47.0,1,93871.95,3,1,0,156878.42
486,3,1,37.0,1,101438.0,1,0,0,51364.56
577,1,2,35.0,4,108155.49,1,1,0,105407.79
607,1,2,21.0,0,0.0,2,1,0,116106.52
531,1,1,44.0,3,0.0,2,1,1,34416.79
699,3,1,59.0,3,106819.65,1,0,1,163570.25
695,1,1,45.0,9,43134.65,1,0,1,77330.35
750,3,1,40.0,5,168286.81,3,1,0,20451.99
670,1,1,36.0,3,0.0,1,1,0,140754.19
697,1,2,34.0,2,126558.92,1,1,0,73334.43
616,1,1,46.0,2,0.0,2,1,0,137136.46
637,3,2,46.0,2,143500.82,1,1,0,166996.46
625,3,2,35.0,5,86147.46,2,1,0,163440.8
620,1,2,41.0,9,0.0,2,0,0,88852.47
806,1,1,31.0,9,0.0,2,0,1,140168.36
425,2,2,39.0,5,0.0,2,1,0,140941.47
675,1,1,69.0,1,0.0,2,1,0,157097.09
662,2,2,30.0,9,0.0,2,0,1,157884.83
788,3,2,42.0,6,138650.49,2,1,0,64746.07
661,3,1,35.0,2,117212.18,1,1,1,83052.03
507,1,2,33.0,1,113452.66,1,0,0,142911.99
606,2,1,35.0,7,0.0,1,1,0,106837.06
833,1,1,30.0,1,0.0,2,1,0,141860.62
838,2,2,40.0,6,61671.19,1,0,1,150659.35
483,1,2,44.0,5,136836.49,1,1,0,192359.9
784,2,1,23.0,2,0.0,1,1,1,6847.73
679,2,1,42.0,2,0.0,1,1,1,168294.27
641,3,1,42.0,3,121765.37,2,1,1,166516.84
712,2,2,48.0,8,0.0,2,1,0,183235.33
693,2,1,47.0,8,107604.66,1,1,1,80149.27
788,2,1,34.0,6,156478.62,1,0,1,181196.76
652,1,2,74.0,5,0.0,2,1,1,937.15
767,1,1,36.0,3,139180.2,1,0,0,123880.19
614,3,1,32.0,7,99462.8,2,1,1,51117.06
529,1,2,31.0,7,0.0,2,1,1,175697.87
567,2,1,40.0,8,28649.64,1,1,1,95140.62
503,2,2,36.0,9,0.0,2,1,1,16274.67
545,2,2,32.0,4,0.0,1,1,0,94739.2
644,1,2,46.0,9,95441.27,1,1,0,108761.05
645,1,2,45.0,8,85325.93,1,0,0,22558.74
574,3,2,43.0,3,141349.43,1,1,1,100187.43
595,2,1,37.0,2,157084.99,1,1,0,134767.13
669,1,2,33.0,9,0.0,2,0,1,107221.03
598,2,1,41.0,8,0.0,2,1,1,161954.43
491,3,2,68.0,1,95039.12,1,0,1,116471.14
706,1,2,44.0,4,129605.99,1,0,0,69865.49
583,1,2,57.0,3,238387.56,1,0,1,147964.99
551,2,1,49.0,1,150777.72,2,1,1,135757.27
571,3,2,34.0,1,101736.66,1,0,1,195651.66
422,2,2,54.0,4,0.0,2,1,1,7166.71
656,1,1,46.0,9,143267.14,2,0,0,193099.43
844,1,2,41.0,10,76319.64,1,1,1,141175.18
589,1,2,61.0,1,0.0,1,1,0,61108.56
515,3,1,45.0,7,120961.5,3,1,1,39288.11
612,3,1,76.0,6,96166.88,1,1,1,191393.26
626,3,1,39.0,10,132287.92,3,1,1,51467.92
508,3,2,41.0,5,82161.7,2,1,0,187776.49
701,1,1,44.0,7,0.0,2,1,0,23425.78
655,3,2,44.0,6,146498.76,1,1,0,64853.51
768,3,1,49.0,1,133384.66,1,1,0,102397.22
813,1,2,62.0,10,64667.95,2,0,1,140454.14
686,3,2,27.0,1,115095.88,2,0,0,78622.46
771,1,2,57.0,4,0.0,1,0,0,85876.67
745,1,2,55.0,9,110123.59,1,0,1,51548.14
414,1,1,38.0,8,0.0,1,0,1,77661.12
602,2,1,30.0,9,113672.18,2,0,0,102135.92
685,3,2,21.0,6,97956.5,1,1,1,164966.27
485,1,1,29.0,7,182123.79,1,1,0,116828.51
512,3,1,41.0,7,122403.24,1,0,1,37439.9
475,1,2,57.0,1,0.0,2,1,0,89248.99
727,1,1,32.0,1,59271.82,1,1,1,46019.43
608,2,2,35.0,6,0.0,2,1,1,143463.28
761,2,2,34.0,2,0.0,2,1,0,61251.25
745,1,1,47.0,5,0.0,2,0,0,145789.71
606,1,1,32.0,6,0.0,2,0,1,36540.63
634,3,2,56.0,3,116251.24,1,0,1,42429.88
554,3,2,51.0,7,105701.91,1,0,1,179797.79
519,1,2,38.0,7,125328.56,1,1,0,188225.67
776,3,2,37.0,2,103769.22,2,1,0,194099.12
600,3,2,29.0,6,74430.1,2,1,1,96051.1
570,3,1,29.0,4,122028.65,2,1,1,173792.77
721,2,2,36.0,2,0.0,2,1,1,106977.8
659,2,1,27.0,4,0.0,2,1,0,99341.87
506,1,2,57.0,6,0.0,2,0,1,194421.12
562,2,2,35.0,0,0.0,2,1,0,119899.52
730,1,1,33.0,0,0.0,2,1,0,1474.79
592,3,1,33.0,2,156570.86,1,1,1,37140.2
610,3,2,69.0,5,86038.21,3,0,0,192743.06
801,1,1,42.0,6,0.0,2,1,1,95804.33
481,3,1,44.0,3,163714.52,1,1,0,96123.72
794,3,2,54.0,1,75900.84,1,1,1,192154.66
842,3,2,35.0,9,119948.09,1,1,0,48217.97
720,1,2,37.0,2,120328.88,2,1,1,138470.21
523,1,2,40.0,2,102967.41,1,1,0,128702.1
609,1,1,34.0,1,0.0,1,1,1,181177.9
785,1,2,40.0,3,0.0,2,1,1,96832.82
546,3,2,74.0,8,114888.74,2,1,1,66732.63
790,1,2,41.0,2,126619.27,1,1,0,198224.38
693,2,2,45.0,4,0.0,2,1,1,26589.56
806,1,1,34.0,5,113958.55,1,0,1,32125.98
847,1,1,51.0,5,97565.74,1,0,0,144184.06
697,1,1,63.0,7,148368.02,1,0,0,118862.08
581,3,2,54.0,2,152508.99,1,1,0,187597.98
850,3,2,36.0,6,143644.16,1,1,0,22102.25
723,2,1,30.0,1,0.0,3,1,0,164647.72
697,1,2,25.0,1,0.0,2,0,0,87803.32
538,1,2,32.0,2,0.0,1,1,1,80130.54
788,2,1,36.0,10,109632.85,1,1,1,16149.13
796,1,1,51.0,6,0.0,2,0,1,194733.28
629,1,2,61.0,6,0.0,2,1,1,133672.61
850,1,2,35.0,5,0.0,1,1,1,80992.8
638,1,2,32.0,0,0.0,2,1,0,160129.99
590,1,1,32.0,9,0.0,2,1,0,138889.15
702,1,1,26.0,5,56738.47,2,1,1,100442.22
757,2,1,33.0,5,77253.22,1,0,1,194239.63
751,1,2,48.0,9,0.0,1,1,0,137508.42
521,2,2,22.0,10,0.0,1,1,1,101311.95
778,2,1,33.0,5,116474.28,2,1,1,32757.55
756,1,2,28.0,6,0.0,1,1,1,164394.65
684,1,1,54.0,6,0.0,2,1,1,94888.6
763,2,2,32.0,10,95153.77,1,0,1,81310.1
635,3,2,44.0,2,79064.85,2,0,1,113291.75
729,2,2,42.0,7,0.0,2,1,0,58268.2
643,2,2,20.0,0,133313.34,1,1,1,3965.69
350,2,1,54.0,1,152677.48,1,1,1,191973.49
850,3,2,70.0,1,96947.58,3,1,0,62282.99
699,1,1,39.0,2,109724.38,1,1,1,180022.39
611,1,1,28.0,2,0.0,2,0,0,25395.83
698,1,1,37.0,8,0.0,2,0,0,145004.39
615,3,1,43.0,3,86920.86,1,1,1,150048.37
658,2,1,36.0,1,0.0,2,0,1,84927.42
573,1,2,32.0,9,125321.84,2,1,1,130234.63
655,1,2,36.0,2,147149.59,1,1,1,87816.86
566,2,1,44.0,5,0.0,2,1,0,66462.79
759,1,1,41.0,9,0.0,2,0,1,190294.12
450,2,2,34.0,2,0.0,2,1,0,175480.93
667,2,1,35.0,4,97585.32,2,0,0,57213.46
620,1,2,42.0,1,0.0,2,0,1,65565.92
663,3,2,29.0,4,102714.65,2,0,0,21170.81
762,2,2,26.0,7,123709.46,2,1,1,169654.57
739,2,1,38.0,0,128366.44,1,1,0,12796.43
713,2,1,42.0,0,109121.71,1,0,1,167873.49
727,1,1,35.0,5,136364.46,1,0,0,142754.71
826,2,1,41.0,5,146466.46,2,0,0,180934.67
484,1,1,41.0,5,0.0,1,1,1,74267.35
633,1,2,37.0,9,156091.97,1,1,0,72008.61
521,2,2,34.0,7,70731.07,1,1,1,20243.97
754,1,1,34.0,7,0.0,2,1,1,65219.85
763,1,2,38.0,0,152582.2,2,0,0,31892.82
660,2,1,42.0,5,0.0,2,1,0,115509.59
608,1,1,42.0,10,163548.07,1,1,0,38866.85
795,3,1,37.0,2,139265.63,2,1,1,198745.94
791,1,2,52.0,7,0.0,1,1,1,122782.5
689,1,1,34.0,1,165312.27,1,1,0,155495.63
796,2,1,41.0,8,107525.07,1,1,0,18510.41
594,1,1,27.0,0,197041.8,1,0,0,151912.49
712,3,2,40.0,3,109308.79,2,1,0,120158.72
784,2,1,48.0,7,0.0,2,1,1,182609.97
800,1,2,49.0,7,108007.36,1,0,0,47125.11
588,1,1,40.0,5,0.0,2,0,0,100727.68
850,1,2,35.0,6,81684.97,1,1,0,824.0
648,3,1,33.0,7,135310.41,2,0,1,171668.2
790,1,2,31.0,9,0.0,2,1,0,84126.75
571,1,1,32.0,5,131354.25,1,1,0,125256.53
532,2,2,37.0,5,0.0,2,0,1,6761.84
593,1,1,31.0,9,0.0,2,0,1,20492.16
538,2,1,39.0,2,122773.5,2,1,1,58467.08
668,3,2,59.0,5,120170.07,1,0,1,50454.8
759,3,1,31.0,4,98899.91,1,1,1,47832.82
607,1,2,49.0,9,119960.29,2,1,0,103068.22
529,1,1,30.0,2,116295.29,1,1,0,75285.47
427,2,2,39.0,9,0.0,2,1,0,28368.37
724,3,1,54.0,8,172192.49,1,1,1,136902.01
546,3,2,58.0,3,106458.31,4,1,0,128881.87
636,3,1,36.0,6,96643.32,1,0,0,182059.28
730,3,2,33.0,7,130367.87,1,1,0,15142.1
481,1,1,40.0,3,0.0,1,1,1,32319.93
667,1,1,42.0,6,0.0,1,1,0,88890.05
557,3,1,57.0,1,120043.13,1,1,0,132370.75
526,1,1,52.0,8,93590.47,1,0,1,21228.71
633,2,1,58.0,6,98308.51,1,1,1,132034.13
756,2,1,30.0,2,145127.85,1,0,0,7554.68
707,1,2,36.0,6,0.0,1,0,0,98810.78
516,1,1,35.0,10,57369.61,1,1,1,101699.77
540,3,1,39.0,4,127278.31,1,1,1,16150.34
844,1,2,28.0,4,0.0,2,0,1,123318.37
678,3,2,30.0,1,139676.95,2,0,1,16146.0
533,3,2,22.0,10,115743.6,1,0,0,43852.05
624,1,2,71.0,4,170252.05,3,1,1,73679.59
564,3,1,33.0,3,109341.87,1,1,0,75632.78
812,2,2,44.0,8,0.0,3,1,0,66926.83
787,1,1,32.0,4,0.0,2,1,1,13238.93
701,1,2,39.0,9,0.0,2,0,1,145894.9
470,1,1,35.0,1,96473.59,1,0,0,5962.3
706,2,2,53.0,3,0.0,3,0,0,88479.02
696,3,1,42.0,7,162318.61,1,1,0,121061.89
618,1,1,30.0,3,133844.22,1,1,1,31406.93
725,1,1,37.0,6,124348.38,2,0,1,176984.34
684,1,2,26.0,5,87098.91,1,0,0,106095.82
789,1,2,27.0,8,66201.96,1,1,1,79458.12
628,3,1,29.0,3,113146.98,2,0,1,124749.08
686,1,2,34.0,1,0.0,2,1,0,87278.48
617,1,2,28.0,0,0.0,2,1,1,7597.83
588,1,2,34.0,3,120777.88,1,1,1,131729.52
720,2,1,34.0,3,0.0,2,1,1,77047.78
668,3,2,28.0,1,124511.01,1,0,0,114258.18
711,3,1,26.0,9,128793.63,1,1,0,19262.05
738,1,1,18.0,4,0.0,2,1,1,47799.15
543,1,2,67.0,0,128843.67,1,1,1,134612.48
728,3,1,32.0,5,61825.5,1,1,1,156124.93
772,3,2,42.0,0,101979.16,1,1,0,90928.48
720,3,2,57.0,1,162082.31,4,0,0,27145.73
786,3,2,33.0,0,122325.58,1,0,0,34712.34
679,1,2,43.0,4,0.0,3,1,0,115136.51
673,1,1,41.0,5,0.0,1,1,1,65657.29
646,1,2,38.0,2,0.0,2,0,0,178752.73
629,1,1,46.0,1,130666.2,1,1,1,161125.67
760,1,1,34.0,2,0.0,2,1,0,164162.44
822,3,2,46.0,3,115074.02,2,1,0,26249.86
481,2,2,37.0,8,0.0,2,1,0,44215.86
803,1,2,65.0,2,151659.52,2,0,1,6930.17
623,2,2,40.0,7,0.0,1,1,1,25904.12
625,1,1,39.0,5,0.0,1,1,0,99800.87
739,1,1,34.0,9,0.0,1,1,0,60584.33
592,1,1,37.0,3,96651.03,1,1,1,3232.82
498,1,2,31.0,10,0.0,2,1,0,13892.57
543,3,2,37.0,3,122304.65,2,0,0,33998.7
757,3,1,31.0,8,149085.9,2,1,1,197077.36
807,2,2,42.0,1,0.0,1,1,0,16500.66
830,2,1,40.0,4,0.0,2,0,1,81622.52
630,3,2,31.0,2,112373.49,2,1,1,131167.98
646,1,1,30.0,7,0.0,2,1,0,153566.97
743,1,2,73.0,6,0.0,2,0,1,107867.38
709,1,2,24.0,3,110949.41,1,1,1,168515.61
620,3,2,34.0,8,102251.57,1,1,0,120672.09
680,1,2,25.0,4,123816.5,1,1,1,90162.35
642,3,2,36.0,2,124495.98,3,1,1,57904.22
675,1,1,34.0,1,124619.33,2,0,1,163667.56
537,2,2,33.0,7,136082.0,1,1,0,62746.54
470,2,2,48.0,6,140576.11,1,1,1,116971.05
646,3,1,46.0,1,170826.55,2,1,0,45041.32
604,1,1,33.0,3,0.0,1,1,0,42171.13
601,3,1,48.0,9,163630.76,1,0,1,41816.49
676,1,1,33.0,6,171490.78,1,0,0,79099.64
645,3,2,41.0,2,138881.04,1,1,0,129936.53
581,2,2,43.0,4,170172.9,1,0,1,100236.02
668,2,1,38.0,1,147904.31,1,1,1,69370.05
686,2,2,47.0,6,0.0,1,1,0,32080.69
703,1,1,32.0,1,125685.79,1,1,1,56246.72
643,3,1,25.0,4,115142.9,1,1,1,148098.95
681,2,2,32.0,3,0.0,2,1,1,59679.9
722,1,2,38.0,3,0.0,2,0,1,167984.72
697,1,1,27.0,8,141223.68,2,1,0,90591.15
592,1,1,37.0,4,212692.97,1,0,0,176395.02
640,1,2,30.0,6,107499.7,1,1,1,187632.22
536,1,1,39.0,4,0.0,2,1,0,27150.35
661,1,2,31.0,7,144162.3,2,1,1,14490.79
743,3,2,34.0,1,131736.88,1,1,1,108543.21
555,1,1,29.0,4,128744.04,1,1,1,47454.93
564,1,1,35.0,4,0.0,1,1,0,158937.55
494,1,1,28.0,9,114731.76,2,0,1,79479.74
711,1,2,21.0,0,82844.33,2,0,1,1408.68
632,3,1,30.0,1,58668.02,1,1,1,78670.52
714,2,1,29.0,4,0.0,2,1,1,37605.9
607,2,1,28.0,1,135936.1,2,1,1,110560.14
630,2,1,39.0,10,105473.74,1,0,0,58854.88
675,3,2,29.0,8,121326.42,1,1,0,133457.52
673,1,1,30.0,1,64097.75,1,1,1,77783.35
762,3,1,46.0,6,123571.77,3,0,1,57014.17
850,2,1,30.0,2,0.0,2,0,1,27937.12
618,2,1,33.0,4,0.0,2,1,1,77550.18
635,1,2,58.0,1,0.0,1,1,1,58907.08
606,1,2,36.0,10,0.0,2,0,1,155641.46
647,3,2,35.0,3,166518.63,2,1,0,147930.46
645,1,1,25.0,0,174400.36,1,1,0,42669.37
697,1,2,49.0,7,195238.29,4,0,1,131083.56
556,2,2,48.0,8,168522.37,1,1,1,151310.16
592,1,1,54.0,8,0.0,1,1,1,28737.71
539,2,1,38.0,8,71460.67,2,1,1,10074.05
796,2,2,23.0,3,146584.19,2,0,0,125445.8
765,1,1,41.0,2,0.0,2,0,1,191215.61
758,1,2,52.0,7,125095.94,1,1,0,171189.83
551,2,2,48.0,5,95679.29,1,0,0,94978.1
634,1,2,24.0,2,87413.19,1,1,0,63340.65
693,3,1,40.0,0,120711.73,1,0,0,27345.18
756,3,1,44.0,10,137452.09,1,1,0,189543.9
743,1,1,40.0,8,68155.59,1,1,0,94876.65
506,1,1,43.0,2,0.0,2,1,0,105568.6
773,1,2,40.0,10,0.0,2,0,1,69303.15
807,3,2,40.0,1,134590.21,1,1,1,46253.65
546,2,1,25.0,7,127728.24,2,1,1,105279.74
527,2,2,35.0,8,0.0,1,1,0,98031.53
632,3,1,42.0,6,59972.26,2,0,1,148172.94
745,2,2,35.0,8,0.0,2,1,1,116581.1
747,1,2,45.0,1,114959.12,1,1,0,189362.39
603,1,1,30.0,8,0.0,2,1,1,47536.46
850,1,2,55.0,10,98488.08,1,1,0,155879.57
782,3,2,72.0,5,148666.99,1,1,0,2605.65
628,3,1,38.0,10,113525.84,1,1,0,46044.48
706,2,2,46.0,2,127660.46,2,1,0,150156.82
627,1,1,37.0,2,125190.86,1,0,1,84584.69
720,1,2,34.0,6,110717.38,1,1,1,9398.45
832,2,1,29.0,8,93833.86,1,0,1,10417.87
790,2,1,46.0,2,131365.37,2,1,1,180290.68
449,1,2,37.0,6,0.0,2,1,0,82176.48
774,1,2,26.0,5,0.0,2,1,1,64716.08
636,3,2,31.0,9,80844.69,2,1,1,74641.9
670,1,1,68.0,4,0.0,2,1,1,11426.7
702,3,1,28.0,1,103033.83,1,1,1,40321.87
574,1,2,34.0,5,112324.45,2,1,1,17993.43
841,1,1,31.0,2,0.0,2,1,0,173240.52
635,3,1,43.0,5,78992.75,2,0,0,153265.31
568,1,2,47.0,7,0.0,2,1,1,45978.39
666,3,2,21.0,1,121827.43,2,1,1,99818.31
630,1,2,36.0,8,126598.99,2,1,1,134407.93
474,2,1,37.0,3,0.0,2,0,0,57175.32
625,1,2,39.0,5,0.0,2,1,0,32615.21
688,1,1,29.0,1,0.0,2,1,0,154695.57
684,2,1,41.0,2,119782.72,2,0,0,120284.67
494,1,1,69.0,9,93320.8,1,1,1,24489.44
720,1,2,34.0,3,118307.57,2,1,1,136120.29
705,3,1,41.0,4,72252.64,2,1,1,142514.66
663,2,2,53.0,6,150200.23,1,0,1,151317.27
833,3,1,59.0,1,130854.59,1,1,1,30722.52
683,1,1,30.0,4,114779.35,1,0,0,183171.47
703,3,1,42.0,9,63227.0,1,0,1,137316.32
660,1,1,40.0,5,131754.11,2,1,1,38761.61
627,3,1,52.0,1,76101.81,2,0,1,177238.35
689,1,1,22.0,4,136444.25,1,1,0,51980.25
712,2,1,47.0,1,139887.01,1,1,1,95719.73
476,3,1,30.0,3,134366.42,1,1,0,68343.53
706,2,2,29.0,1,209490.21,1,1,1,133267.69
781,1,1,38.0,2,117810.79,1,0,1,65632.33
690,1,1,39.0,6,0.0,2,1,0,160532.88
699,2,1,26.0,6,79932.41,1,0,0,150242.44
716,2,1,33.0,2,0.0,2,1,1,92916.53
692,3,1,45.0,6,142084.04,4,1,0,188305.85
850,3,2,30.0,8,154870.28,1,1,1,54191.38
494,2,1,67.0,5,0.0,2,1,1,85890.16
532,3,1,24.0,8,142755.25,1,0,0,34231.48
656,1,1,63.0,8,0.0,2,0,1,57014.43
717,3,1,35.0,7,58469.37,2,1,1,172459.39
418,1,2,39.0,2,0.0,2,0,0,9041.71
501,3,1,25.0,6,104013.79,1,1,0,114774.35
477,3,1,48.0,8,129250.0,2,1,1,157937.35
515,3,1,60.0,9,113715.36,1,1,0,18424.24
718,1,1,38.0,7,0.0,2,1,0,38308.34
613,1,1,40.0,4,0.0,1,0,0,151325.24
453,1,2,37.0,4,131834.76,2,1,0,8949.2
811,1,2,45.0,5,0.0,2,1,1,146123.19
701,2,2,34.0,6,107980.37,1,1,1,119374.74
802,1,2,60.0,3,92887.06,1,1,0,39473.63
505,3,2,33.0,3,106506.77,3,1,0,45445.78
776,3,1,38.0,5,112281.7,1,0,1,89893.6
446,1,2,39.0,1,90217.07,1,1,0,191350.48
507,3,2,46.0,8,102785.16,1,1,1,70323.68
802,1,1,33.0,8,0.0,2,1,0,143706.18
554,1,1,24.0,10,0.0,1,0,0,92180.62
597,1,1,61.0,5,0.0,2,1,1,81299.17
808,3,2,37.0,2,100431.84,1,1,0,35140.49
699,1,1,44.0,8,158697.61,1,1,0,107181.22
614,2,1,36.0,5,0.0,2,1,0,130610.78
820,3,1,39.0,9,111336.89,1,1,0,16770.31
681,3,2,44.0,3,105206.7,2,1,1,163558.36
651,1,1,40.0,4,0.0,2,1,1,147715.83
697,3,1,43.0,8,103409.16,1,1,0,66893.28
661,1,2,34.0,0,0.0,2,1,0,185555.63
754,2,1,35.0,4,0.0,2,1,1,9658.41
749,3,1,46.0,10,78136.36,2,1,1,73470.98
542,2,1,32.0,2,131945.94,1,0,1,159737.56
674,1,2,31.0,1,0.0,1,1,0,128954.05
702,1,1,40.0,3,148556.74,1,0,1,146056.29
760,1,1,38.0,6,162888.73,1,1,0,91098.76
513,2,2,31.0,5,174853.46,1,1,0,84238.63
597,1,1,19.0,2,0.0,2,1,1,91036.74
704,3,2,35.0,3,154206.07,2,1,1,40261.49
823,1,1,38.0,1,0.0,2,1,0,156603.7
640,2,1,36.0,4,0.0,1,0,0,173016.46
805,3,1,50.0,9,130023.38,1,1,0,62989.82
447,1,1,41.0,3,0.0,4,1,1,197490.39
589,1,2,46.0,10,107238.85,2,1,0,37024.28
670,1,2,35.0,3,103465.02,2,1,1,174627.06
755,1,2,29.0,4,148654.84,2,1,1,28805.09
516,1,2,46.0,1,104947.72,1,1,0,115789.25
599,3,1,46.0,9,123444.72,1,1,1,31368.08
589,3,1,38.0,8,92219.21,1,1,0,99106.97
433,2,1,34.0,9,152806.74,1,1,0,19687.99
665,1,2,55.0,8,136354.16,1,1,1,93769.89
687,3,1,41.0,10,134318.21,2,1,1,198064.52
732,1,1,26.0,7,0.0,2,1,0,154364.66
635,3,2,28.0,3,81623.67,2,1,1,156791.36
472,1,2,26.0,5,0.0,2,1,0,108411.66
460,1,2,27.0,7,0.0,2,1,0,156150.08
667,3,2,39.0,4,83765.35,2,1,0,118358.54
455,3,2,37.0,6,170057.62,1,0,1,54398.56
571,3,2,66.0,9,111577.01,1,0,1,189271.9
705,3,2,43.0,10,146547.78,1,0,1,10072.55
537,1,1,59.0,9,0.0,2,0,0,103799.77
621,2,1,53.0,9,170491.84,1,1,0,35588.07
598,3,2,50.0,5,88379.81,3,0,1,64157.24
607,2,2,33.0,2,108431.87,2,0,1,109291.39
523,1,2,73.0,7,0.0,2,0,0,130883.9
423,1,2,36.0,5,97665.61,1,1,0,118372.55
701,1,1,41.0,10,0.0,2,1,1,146257.77
683,1,1,33.0,8,0.0,1,0,0,73564.44
608,1,2,47.0,6,0.0,1,1,1,126012.57
718,1,1,29.0,2,0.0,1,1,0,126336.72
590,1,1,36.0,1,0.0,2,1,0,48876.84
779,1,1,49.0,9,106160.37,1,0,0,116893.87
538,1,2,38.0,8,88758.95,2,0,0,28226.15
680,1,2,37.0,10,123806.28,1,1,0,81776.84
721,1,1,42.0,4,102936.72,1,0,0,1187.88
760,2,1,43.0,6,175735.5,1,1,1,157337.29
628,3,1,50.0,4,122227.71,1,0,1,14217.77
850,1,1,49.0,5,122486.47,1,0,1,59748.19
516,1,2,46.0,6,62212.29,1,0,1,171681.86
803,1,2,32.0,9,192122.84,1,1,1,54277.45
579,2,1,56.0,4,99340.83,1,0,0,4523.74
497,3,2,55.0,7,131778.66,1,1,1,9972.64
532,1,1,38.0,9,0.0,2,0,0,30583.95
580,3,1,35.0,10,136281.41,2,1,1,24799.47
710,3,1,45.0,9,108231.37,1,1,1,188574.08
619,1,1,43.0,1,125211.92,1,1,1,113410.49
750,3,2,52.0,6,107467.56,1,1,0,126233.18
646,3,1,48.0,8,169023.33,2,1,1,175657.55
506,3,2,59.0,3,190353.08,1,1,0,78365.75
711,1,2,25.0,7,0.0,3,1,1,9679.28
546,2,1,42.0,7,139070.51,1,1,1,86945.0
720,1,2,38.0,10,0.0,2,1,1,56229.72
718,2,1,32.0,8,0.0,2,1,1,41399.33
567,3,1,29.0,5,129750.68,1,1,0,109257.59
466,3,2,56.0,2,111920.13,3,1,0,197634.11
603,1,1,31.0,4,0.0,2,0,1,9607.1
516,3,2,33.0,10,138847.9,1,1,1,127256.7
778,1,2,65.0,7,0.0,1,1,1,77867.23
721,1,1,54.0,5,0.0,2,1,1,4493.12
753,3,1,32.0,5,159904.79,1,1,0,148811.14
834,2,1,34.0,5,0.0,2,0,0,53437.1
680,1,2,43.0,4,0.0,2,1,1,58761.33
718,2,1,40.0,9,0.0,2,0,0,121537.91
844,1,1,40.0,7,113348.14,1,1,0,31904.31
753,1,2,50.0,4,0.0,2,1,1,861.4
671,3,1,28.0,8,119859.52,2,1,0,125422.66
648,3,1,34.0,3,95039.73,2,1,1,147055.87
780,3,1,51.0,4,126725.25,1,1,0,195259.31
699,1,2,49.0,2,0.0,1,0,0,105760.01
625,2,2,57.0,7,0.0,1,0,0,84106.17
613,1,1,36.0,9,131307.11,1,0,0,83343.73
473,1,2,35.0,6,69617.36,1,1,0,143345.69
660,3,2,23.0,6,166070.48,2,0,0,90494.72
573,2,2,72.0,8,98765.84,1,1,1,96015.53
667,3,1,55.0,9,154393.43,1,1,1,137674.96
682,3,2,35.0,2,117438.92,2,1,1,16910.98
590,1,1,31.0,8,112211.61,1,1,0,26261.42
737,3,1,50.0,4,127552.85,2,1,0,4225.11
850,1,2,38.0,2,0.0,2,1,0,9015.07
757,1,1,28.0,3,75381.15,1,1,1,199727.72
518,3,2,41.0,5,110624.99,1,1,0,89327.67
789,2,2,40.0,4,0.0,2,1,0,137402.27
644,3,2,32.0,8,141528.88,1,1,1,167087.34
599,2,1,42.0,6,0.0,2,1,0,113868.4
639,2,2,28.0,8,97840.72,1,1,1,178222.77
714,2,1,34.0,5,0.0,2,1,0,193040.32
678,2,2,61.0,8,0.0,2,1,1,159938.82
622,1,1,35.0,8,0.0,2,1,1,131772.51
